5756,Northwest Alabama Regional Airport
5757,Southwest Oregon Regional Airport
5758,Owensboro Daviess County Airport
5759,Hattiesburg Laurel Regional Airport
5760,Pocatello Regional Airport
5761,Pierre Regional Airport
5762,Pellston Regional Airport of Emmet County Airport
5763,Portsmouth International at Pease Airport
5764,Reading Regional Carl A Spaatz Field
5765,Rhinelander Oneida County Airport
5766,Southwest Wyoming Regional Airport
5767,Rutland - Southern Vermont Regional Airport
5768,San Luis County Regional Airport
5769,Sheridan County Airport
5770,Adirondack Regional Airport
5771,Salina Municipal Airport
5772,Santa Maria Pub/Capt G Allan Hancock Field
5773,Tupelo Regional Airport
5774,Quincy Regional Baldwin Field
5775,Victoria Regional Airport
5776,Valdosta Regional Airport
5777,Worland Municipal Airport
5779,Yakima Air Terminal McAllister Field
5835,Ciudad Constitución Airport
5836,Guerrero Negro Airport
5857,Arthur's Town Airport
5860,Nassau Paradise Island Airport
6128,Mercer County Airport
6130,Mid Delta Regional Airport
6133,Tri Cities Airport
6136,Lopez Island Airport
6426,Worcester Regional Airport
6445,Bremerton National Airport
6446,Spencer Municipal Airport
6447,Jefferson City Memorial Airport
6455,Berkley Structures Heliport
6456,Provincetown Municipal Airport
6481,Fullerton Municipal Airport
6482,Concord-Padgett Regional Airport
6494,Friedman Memorial Airport
6500,Mason City Municipal Airport
6505,Phoenix-Mesa-Gateway Airport
6739,Hagerstown Regional Richard A Henson Field
6800,Delta County Airport
6825,Williamson County Regional Airport
6826,Burnet Municipal Kate Craddock Field
6829,Oceanside Municipal Airport
6837,Ford Airport
6838,Marquette Airport
6844,Michigan City Municipal Airport
6849,Grand Marais Cook County Airport
6853,Wausau Downtown Airport
6871,Delaware County Johnson Field
6873,Purdue University Airport
6876,Brown County Airport
6877,North Las Vegas Airport
6878,Kenosha Regional Airport
6880,Montrose Regional Airport
6881,Riverton Regional Airport
6883,Eastern Oregon Regional At Pendleton Airport
6909,Wittman Regional Airport
6916,Pangborn Memorial Airport
6948,NAS Fort Worth JRB/Carswell Field
6956,Gary Chicago International Airport
6957,Brainerd Lakes Regional Airport
6958,Greenbrier Valley Airport
6959,Pitt Greenville Airport
6961,Oxnard Airport
6962,Branson Airport
6968,Schenectady County Airport
6989,Northeast Florida Regional Airport
6992,Charles M. Schulz Sonoma County Airport
6993,Kissimmee Gateway Airport
6994,Lake City Gateway Airport
6995,Deland Municipal Sidney H Taylor Field
6996,Haller Airpark
6998,Logan-Cache Airport
6999,Brigham City Regional Airport
7000,Malad City Airport
7001,Aspen-Pitkin Co/Sardy Field
7009,Kerrville Municipal Louis Schreiner Field
7011,Sussex County Airport
7013,Great Bend Municipal Airport
7014,Hays Regional Airport
7015,Spirit of St Louis Airport
7016,Ely Municipal Airport
7017,Grand Rapids Itasca Co-Gordon Newstrom field
7018,Thief River Falls Regional Airport
7019,Eagle River Union Airport
7020,Lakeland-Noble F. Lee Memorial field
7021,Ankeny Regional Airport
7023,Corpus Christi Naval Air Station/Truax Field
7025,Catalina Airport
7026,Mojave Airport
7035,Hutchinson Municipal Airport
7042,Rosecrans Memorial Airport
7047,Whiting Field Naval Air Station South Airport
7048,Volk Field
7051,Gunnison Crested Butte Regional Airport
7053,Zamperini Field
7054,Manistee Co Blacker Airport
7056,Charlotte County Airport
7058,Northern Aroostook Regional Airport
7059,Chautauqua County-Jamestown Airport
7060,La Macaza / Mont-Tremblant International Inc Airport
7061,Lake Cumberland Regional Airport
7062,Shenandoah Valley Regional Airport
7063,Devils Lake Regional Airport
7064,Dickinson Theodore Roosevelt Regional Airport
7065,Sidney - Richland Regional Airport
7066,Chadron Municipal Airport
7067,Alliance Municipal Airport
7068,Mc Cook Ben Nelson Regional Airport
7069,The Florida Keys Marathon Airport
7070,Dawson Community Airport
7071,L M Clayton Airport
7072,Yellowstone Airport
7073,San Luis Valley Regional Bergman Field
7074,Canyonlands Field
7075,Ely Airport Yelland Field
