0,1,186.6077753802985
0,2,146.01034919400405
3,1,156.2616324541957
3,2,110.06174393157089
4,2,201.73651716189107
1,0,186.6077753802985
1,3,156.2616324541957
2,0,146.01034919400405
2,3,110.06174393157089
2,4,201.73651716189107
5,6,144.99005193318195
6,5,144.99005193318195
6,7,306.5263723454996
7,6,306.5263723454996
8,9,368.6621857793571
8,10,79.17927968875766
8,11,266.6908830685742
8,12,197.6157560518839
8,13,323.0992846897785
8,14,253.12816157306852
15,16,60.95775506864901
17,16,220.1034990627618
17,18,227.83910735199484
19,16,144.9257475003271
19,20,136.30278236417547
19,21,240.24706690612652
16,15,60.95775506864901
16,17,220.1034990627618
16,19,144.9257475003271
16,22,96.39719734568054
16,23,244.47284213289777
16,24,177.18303518794264
16,25,192.83672598256214
16,26,177.3375584477581
16,21,196.7395766026468
22,16,96.39719734568054
23,16,244.47284213289777
27,14,138.39366018226752
28,24,104.558954963551
28,21,119.14103487568701
29,25,391.9320403327169
29,21,180.8202060747075
9,8,368.6621857793571
10,8,79.17927968875766
10,24,325.1119769725444
24,16,177.18303518794264
24,28,104.558954963551
24,10,325.1119769725444
24,25,291.1505204809516
24,30,381.181735379416
24,20,133.2043201556293
24,31,227.99855739709372
11,8,266.6908830685742
25,16,192.83672598256214
25,29,391.9320403327169
25,24,291.1505204809516
25,18,186.79578781567625
12,8,197.6157560518839
18,17,227.83910735199484
18,25,186.79578781567625
18,21,174.30983414629446
13,8,323.0992846897785
30,24,381.181735379416
30,21,329.5412763413455
20,19,136.30278236417547
20,24,133.2043201556293
26,16,177.3375584477581
31,24,227.99855739709372
31,21,199.6465990025079
21,19,240.24706690612652
21,16,196.7395766026468
21,28,119.14103487568701
21,29,180.8202060747075
21,18,174.30983414629446
21,30,329.5412763413455
21,31,199.6465990025079
14,8,253.12816157306852
14,27,138.39366018226752
32,33,236.226757495991
33,32,236.226757495991
32,34,1138.5400390892048
34,32,1138.5400390892048
34,35,277.3596256855587
35,34,277.3596256855587
36,37,39.37241096768989
36,38,252.9671131747041
37,36,39.37241096768989
38,36,252.9671131747041
8,39,596.1674768079316
8,40,106.11488721252506
8,41,694.0722310212127
8,42,363.07718917758314
8,43,373.4079364576333
8,44,349.813988558598
8,45,508.05959466236226
8,46,306.3432517413337
8,47,153.3332904277444
8,48,630.608829176269
8,49,303.50793213772596
8,50,682.8721364230838
8,51,906.5818334416044
8,52,357.28415608051785
8,53,793.5730604890379
8,54,151.9013162006226
8,55,589.2096221191226
39,8,596.1674768079316
40,8,106.11488721252506
42,8,363.07718917758314
43,8,373.4079364576333
56,57,926.0091128902554
44,8,349.813988558598
45,8,508.05959466236226
58,59,46.649009282657346
46,8,306.3432517413337
47,8,153.3332904277444
60,57,1182.1343984954833
48,8,630.608829176269
49,8,303.50793213772596
61,57,1183.262348730788
50,8,682.8721364230838
62,8,619.6123244832489
63,57,348.3019106890663
51,8,906.5818334416044
51,57,1039.4384111165505
57,56,926.0091128902554
57,60,1182.1343984954833
57,61,1183.262348730788
57,63,348.3019106890663
57,51,1039.4384111165505
52,8,357.28415608051785
53,8,793.5730604890379
59,58,46.649009282657346
54,8,151.9013162006226
55,8,589.2096221191226
64,65,90.89559744864864
64,66,54.94376064207796
64,67,30.91354088146331
64,68,30.401863535101707
69,65,145.13907091385957
69,70,159.77584420800923
69,71,157.3506478810422
72,65,148.12612158445592
73,65,196.0318273600372
74,75,200.56493807782388
74,76,189.44361879305782
74,77,197.48020818707613
74,78,211.30482304793966
74,79,244.59526003753876
65,64,90.89559744864864
65,69,145.13907091385957
65,72,148.12612158445592
65,73,196.0318273600372
65,67,60.76490080638953
65,80,109.17174821548002
65,68,69.99501460065872
65,81,44.99294397935585
65,82,151.53658002897623
65,83,127.23619085097522
65,84,213.15845727426446
85,2,113.76395592180543
66,64,54.94376064207796
66,86,149.03608220324853
66,68,26.401545421422522
75,74,200.56493807782388
76,74,189.44361879305782
86,67,182.940615145174
86,80,190.68192835041546
86,68,162.70610573173357
77,74,197.48020818707613
67,64,30.91354088146331
67,65,60.76490080638953
87,2,148.81764837272394
80,65,109.17174821548002
80,86,190.68192835041546
70,69,159.77584420800923
68,64,30.401863535101707
68,65,69.99501460065872
68,66,26.401545421422522
68,86,162.70610573173357
88,2,100.79512460165654
71,69,157.3506478810422
78,74,211.30482304793966
89,2,187.59793397422462
81,65,44.99294397935585
82,65,151.53658002897623
83,65,127.23619085097522
79,74,244.59526003753876
84,65,213.15845727426446
2,85,113.76395592180543
2,87,148.81764837272394
2,88,100.79512460165654
2,89,187.59793397422462
2,90,118.74694067702296
2,91,93.46332562194567
90,2,118.74694067702296
91,2,93.46332562194567
92,93,480.41179372899654
92,94,54.85660164400109
95,96,157.70954873036288
97,96,568.869638954764
97,33,677.2320350569468
97,1,1117.7848667330836
97,98,328.4485593479453
99,96,89.2912084154387
100,96,284.5189864928861
101,93,139.89378936509246
101,102,467.63625106426275
69,93,645.9510418075486
69,102,317.85936960700815
69,94,212.14913872429307
103,1,233.8636734896522
104,96,311.9295484112612
105,1,617.456654675166
105,94,287.177494016736
8,93,226.7888252540665
8,96,731.3579785691905
8,106,594.601522007084
8,1,605.8102765876498
8,94,666.2015459160694
8,98,1587.321477514607
107,93,1032.4852308116149
107,96,189.87546268587553
107,60,1521.4267272872773
107,33,1241.5299265327571
107,57,444.089816289461
107,1,977.6562491070887
107,94,1430.3646099926639
107,98,871.9908329161323
108,93,91.61294512337227
109,93,508.6715574400388
109,94,104.326657888467
39,1,122.19981564076834
110,93,643.7340730248399
110,102,313.1788403435037
110,96,1470.7512051040753
110,33,2526.616311171011
