55,Northwest Arkansas Regional Airport
293,South Bend Regional Airport
412,California Redwood Coast-Humboldt County Airport
165,Albert J Ellis Airport
190,Dubuque Regional Airport
385,Fort Frances Municipal Airport
383,Vancouver Harbour Water Aerodrome
317,Aberdeen Regional Airport
284,Southwest Georgia Regional Airport
386,Athens Ben Epps Airport
103,Waterloo Regional Airport
301,Walla Walla Regional Airport
318,Alpena County Regional Airport
353,Watertown Regional Airport
417,Bradford Regional Airport
445,Western Neb. Rgnl/William B. Heilig Airport
419,Raleigh County Memorial Airport
286,Brunswick Golden Isles Airport
0,Southeast Iowa Regional Airport
413,Jack Mc Namara Field Airport
85,Cape Girardeau Regional Airport
325,Chippewa County International Airport
375,North Central West Virginia Airport
400,William R Fairchild International Airport
427,Houghton County Memorial Airport
358,Dodge City Regional Airport
424,DuBois Regional Airport
434,Chippewa Valley Regional Airport
333,Elko Regional Airport
66,New Bedford Regional Airport
144,Fayetteville Regional Grannis Field
76,Wokal Field Glasgow International Airport
201,Central Nebraska Regional Airport
390,Memorial Field
149,Tri-State/Milton J. Ferguson Field
87,Kirksville Regional Airport
431,Laramie Regional Airport
404,Arnold Palmer Regional Airport
447,North Platte Regional Airport Lee Bird Field
80,Lebanon Municipal Airport
438,Crater Lake-Klamath Regional Airport
397,Lancaster Airport
156,Lynchburg Regional Preston Glenn Field
439,Muskegon County Airport
12,Northwest Alabama Regional Airport
393,Southwest Oregon Regional Airport
89,Owensboro Daviess County Airport
13,Hattiesburg Laurel Regional Airport
344,Pocatello Regional Airport
354,Pierre Regional Airport
332,Pellston Regional Airport of Emmet County Airport
382,Portsmouth International at Pease Airport
339,Rhinelander Oneida County Airport
335,Southwest Wyoming Regional Airport
83,Rutland - Southern Vermont Regional Airport
266,San Luis County Regional Airport
450,Sheridan County Airport
84,Adirondack Regional Airport
392,Salina Municipal Airport
379,Santa Maria Pub/Capt G Allan Hancock Field
14,Tupelo Regional Airport
91,Quincy Regional Baldwin Field
398,Victoria Regional Airport
294,Valdosta Regional Airport
357,Worland Municipal Airport
315,Yakima Air Terminal McAllister Field
409,Arthur's Town Airport
27,Mid Delta Regional Airport
314,Tri Cities Airport
316,Worcester Regional Airport
81,Provincetown Municipal Airport
369,Phoenix-Mesa-Gateway Airport
376,Hagerstown Regional Richard A Henson Field
331,Delta County Airport
88,Williamson County Regional Airport
338,Ford Airport
432,Montrose Regional Airport
449,Riverton Regional Airport
394,Eastern Oregon Regional At Pendleton Airport
307,Pangborn Memorial Airport
321,Brainerd Lakes Regional Airport
9,Greenbrier Valley Airport
168,Pitt Greenville Airport
355,Branson Airport
364,Northeast Florida Regional Airport
